personId,movieId,characters
14723,12,Deb:Flo
7911,12,Jacques
118,12,Nigel
7,12,Crush
20,12,Coral
10,12,Mr. Ray
22,12,Bruce
8783,12,Anchor
23,12,Phillip Sherman
27752,12,Chum
17190,12,Sheldon
7907,12,Fish School
7056,140823,P.L. Travers
31,140823,Walt Disney
13242,140823,Ralph
72466,140823,Travers Robert Goff
47720,140823,Margaret Goff
17881,140823,Richard Sherman
11367,140823,Don DaGradi
107770,140823,Robert Sherman
1907,140823,Tommie
1907,140823,Tommie
3052,140823,Aunt Ellie
6193,1422,Billy
1892,1422,Colin
514,1422,Costello
13240,1422,Dignam
8349,1422,Cpt. Queenan
5538,1422,Mr. French
21657,1422,Madolyn
18471,1422,Brown
7447,1422,Ellerby
18472,1422,Cousin Sean
18473,1422,Barrigan
2482,1422,Fitzy
18475,1422,Gwen
206,8467,Lloyd Christmas
8447,8467,Harry Dune
34485,8467,Mary Swanson
5170,8467,Joe Mentaliano
76131,8467,J.P. Shay
7867,8467,Nicholas Andre
65020,8467,Athletic Beauty
153459,8467,Karl Swanson
8437,8467,Helen Swanson
77547,8467,Billy
184180,8467,Sea Bass
44042,8467,Detective Dale
10980,12444,Harry Potter
10990,12444,Hermione Granger
10989,12444,Ron Weasley
1283,12444,Bellatrix Lestrange
4566,12444,Severus Snape
2440,12444,Rufus Scrimgeour
5658,12444,Albus Dumbledore
5469,12444,Lord Voldemort
2039,12444,Alastor 'Mad-Eye' Moody
5049,12444,Mr. Ollivander
8785,12444,Aberforth Dumbledore
96841,12444,Neville Longbottom
7026,12444,Xenophilius Lovegood
10993,12444,Draco Malfoy
11355,12444,Lucius Malfoy
83356,12444,Gellert Grindelwald
11291,12444,Fleur Delacour
10991,12444,Ginny Weasley
11184,12444,Griphook
1923,12444,Rubeus Hagrid
11207,12444,Remus Lupin
140367,12444,Luna Lovegood
15737,12444,Narcissa Malfoy
9191,12444,Wormtail
477,12444,Molly Weasley
11356,12444,Dolores Umbridge
10981,12444,Aunt Petunia
3300,12444,Nymphadora Tonks
20999,12444,Arthur Weasley
10983,12444,Vernon Dursley
10982,12444,Dudley Dursley
47468,12444,Madame Olympe Maxime
32990,12444,Mafalda Hopkirk
2482,12444,Albert Runcorn
234933,12444,Cho Chang
65445,12444,The Snatcher
3064,12444,Death Eater Yaxley
40638,12444,Pius Thicknesse
234921,12444,Antonin Dolohov
27822,12444,Elphias Doge
16358,12444,Kreacher (voice)
1140635,12444,Death Eater
234934,12444,Cormac McLaggen
11212,12444,Gregory Goyle
234928,12444,Pansy Parkinson
234926,12444,Padma Patil
975,12444,Scabior
13014,12444,Dobby
178630,12444,Mary Cattermole
1118,12444,Gregorovitch
83356,12444,Young Gellert Grindelwald
1643,12444,James Potter
10988,12444,Lily Potter
8436,12444,Rita Skeeter
60348,12444,Fenrir Greyback
96066,169209,Chris Potamitis
18918,169209,Detective James Ransome
34847,169209,Nancy Michaelides
59252,169209,Lizzette
11665,169209,Eddie
88619,169209,Eleni
98953,169209,Jimmy
5296,169209,Agent Nugent
137424,169209,Vicky
1217648,169209,Spyro
18313,169209,Tony
137424,169209,Vicky
85142,169209,Tommy
40377,169209,Agent Marichal
6383,100241,Adam
63312,100241,Terra
2440,100241,Naberius
502,100241,Leonore
145245,100241,Keziah
145246,100241,Barachel
27752,100241,Molokai
17605,192136,Nelson Mandela
2038,192136,Winnie Madikizela
2607,192136,Govan Mbeki
19587,129,Chihiro
19589,129,Yubaba
19590,129,Chihiro's Father
19591,129,Chihiro's Mother
19592,129,Aogaeru
544088,129,Aniyaku
225730,129,Bôh
134,25,Staff Sgt. Sykes
131,25,Anthony Swofford
155,25,Kruger
133,25,Alan Troy
10964,25,Ramon Escobar
2955,25,Lt. Col. Kazinski
49271,25,Fergus O'Donnell
17697,25,Corporal Harrigan
62003,25,Mr. Swofford
6365,9902,Chris Flynn
13446,9902,Jessie Burlingame
59192,9902,Carly
23958,9902,Scott
7431,9902,Evan
51936,9902,Francine
2320,9902,Three Finger
88816,10196,Aang
61186,10196,Katara
84215,10196,Sokka
76788,10196,Zuko
20644,10196,Commander Zhao
23680,10196,Appa:Momo
19729,10196,Gran Gran
7248,10196,Fire Lord Ozai
73336,10196,Azula
9462,10196,Old Man in Temple
1209900,10196,Fire Nation Soldier
20330,128,San
20332,128,Jiko-bô
20333,128,Kouroku
613,128,Toki
20329,128,Woman in Iron Town
8289,128,Ashitaka (English Version)
879,128,Jigo (English Version)
6613,128,Lady Eboshi (English Version)
31531,128,Gonza (English Version)
6194,128,San (English Version)
56348,128,Kohroku (English Version)
9575,128,Toki (English Version)
12214,128,Moro (English Version)
65827,128,Okkoto (English Version)
222141,85446,Claire
217055,85446,Penelope
932095,85446,Dancer
180789,85446,Tripp
54503,85446,Moose
16644,80410,Granger
58058,80410,The King:Raven
21430,80410,Manhatten
107810,80410,Allard
670,10681,WALL·E:M-O (voice)
72754,10681,EVE (voice)
60074,10681,Captain (voice)
20753,10681,"Shelby Forthright, BnL CEO"
7907,10681,
524,1893,Queen Amidala
3061,1893,Obi Wan Kenobi
3896,1893,Qui-Gon Jinn
27762,1893,Senator Palpatine
6,1893,C-3PO
130,1893,R2-D2
33196,1893,Anakin Skywalker
33190,1893,Shmi Skywalker
7908,1893,Yoda (voice)
31923,1893,Governor Bibble
11007,1893,Darth Maul
31925,1893,Capt. Panaka
33197,1893,Jar Jar Binks (Voice)
25441,1893,Capt. Tarpals
2231,1893,Mace Windu
116,1893,Sabé
1769,1893,Saché
11184,1893,Wald
28641,1893,Chacellor Valorum
85,285,Jack Sparrow
114,285,Will Turner
116,285,Elizabeth Swann
1619,285,Captain Sao Feng
118,285,Barbossa
378,285,Governor Weatherby Swann
2440,285,Davy Jones
2441,285,Lord Cutler Beckett
1640,285,Bootstrap' Bill Turner
2449,285,Joshamee Gibbs
1709,285,Admiral James Norrington
1711,285,Ragetti
1710,285,Pintel
4030,285,Marty
4031,285,Lieutenant Groves
2038,285,Tia Dalma
1430,285,Teague Sparrow
33500,285,Mistress Ching
1224149,285,Lieutenant Greitzer
65731,18823,Perseus
5469,18823,Hades
59620,18823,Io
973,18823,Calibos:Acrisius
28109,18823,Andromeda
1019,18823,Draco
114019,18823,Apollo
59592,18823,Athena
3896,18823,Zeus
115150,18823,Peshet
4935,18823,Spyros
6416,18823,Cassiopeia
4513,18823,Marmara
3292,18823,Eusebios
15498,18823,Solon
37168,18823,Ixas
9831,18823,Kepheus
2957,18823,Hermes
103351,18823,Prokopion
946696,18823,Sheikh Sulieman
6413,18823,Poseidon
21817,18823,Hestia
33235,76285,Percy Jackson
109513,76285,Annabeth
60077,76285,Tyson
207401,76285,Clarisse
53336,76285,Grover
105727,76285,Luke
34257,76285,Chiron
2283,76285,Mr.D
51797,76285,Hermes
51300,76285,Cyclops
112692,76285,Polyphemus:Laistrygonian
130769,76285,Chris Rodriguez
2372,76285,Polyphemus (voice)
111513,76285,Gray Sister #2
1294,76285,Gray Sister #3
9656,208134,Irving Zisman
1148130,208134,Billy
95789,208134,Kimmy
5953,208134,Gloria
2229,208134,Ellie
928542,208134,Hostess
204,597,Rose DeWitt Bukater
6193,597,Jack Dawson
3713,597,Ruth Dewitt Bukater
1954,597,Caledon 'Cal' Hockley
8534,597,Molly Brown
8535,597,Old Rose
2053,597,Brock Lovett
1369,597,Captain Edward James Smith
2076,597,Spicer Lovejoy
8536,597,Thomas Andrews
8537,597,Bruce Ismay
2179,597,Lizzy Calvert
8539,597,Bobby Buell
8540,597,Fabrizio
8541,597,Tommy Ryan
8544,597,John Jacob Astor IV
8545,597,Col. Archibald Gracie
3071,597,1st Officer Murdoch
65524,597,5th Officer Harold Lowe
8552,597,Cora Cartmell
8553,597,Slovakian 3 Year Old Boy
1080265,597,Benjamin Guggenheim
11160,106747,Machete Cortez
2461,106747,Luther Voz
55085,106747,Miss San Antonio
17647,106747,Luz
63522,106747,Desdemona
56731,106747,Sartana
11161,106747,Osiris Amanpour
237405,106747,La Camaleon
67599,106747,Cereza
9777,106747,El Camaleon
76961,106747,Mendez
6952,106747,Mr. President
3131,106747,El Camaleon
27740,106747,El Camaleon
6573,106747,Sheriff Doakes
57674,106747,KillJoy
3896,192145,Michael
18973,192145,Julia
17051,192145,Rick
59315,192145,Anna
3490,192145,Sean
49,192145,Theresa
326,192145,Elaine
33528,74523,Danny Krueger
95638,74523,Frank Krueger
208406,74523,Jake Kendall
33653,74523,Lisa Abrams
62050,10020,Belle
15048,10020,Beast
108055,10020,Gaston
725,10020,Lumiere
28010,10020,Cogsworth:Narrator
14730,10020,Mrs. Potts
145151,10020,Chip
170970,10020,Maurice
1058259,10020,Philippe
166994,10020,Wardrobe
30695,10020,Babette
81842,10020,Stove
170898,10020,Bookseller
65598,10020,Monsieur D'Arque
4273,258216,Joe
1640,258216,Seligman
10959,258216,Jerôme
2224,258216,Joe's Father
139,258216,Mrs. H
935,258216,Joe's Mother
2888,2048,Del Spooner
18354,2048,Susan Calvin
21088,2048,Sonny
2505,2048,Dr. Alfred Lanning
21089,2048,Lawrence Robertson
10959,2048,Farber
8687,2048,Lt. John Bergin
21091,2048,Baldez
11677,2048,Chin
17604,152599,Orlando the Magician
8293,152599,Ewa Cybulski
73421,152599,Bruno Weiss
52776,152599,Belva
887,920,Lightning McQueen (voice)
3636,920,Doc Hudson (voice)
5149,920,Sally Carrera (voice)
15897,920,Mater (voice)
11159,920,Ramone (voice)
4252,920,Luigi (voice)
15899,920,Flo (voice)
15900,920,Sarge (voice)
15903,920,Fillmore (voice)
381,920,Lizzie (voice)
7907,920,Mack:Hamm Truck:Abominable Snow Plow (voice)
2232,920,Chick Hicks (voice)
6856,209247,Crunch Calhoun
449,209247,Francie
2876,209247,Nicky Calhoun
26723,209247,Lola
28641,209247,Samuel Winter
90498,209247,Ponch
1217648,209247,Guy de Cornet
185805,209247,Agent Bick
230,209247,Dirty Ernie
287,228150,Wardaddy
10959,228150,Boyd 'Bible' Swan
33235,228150,Norman Ellison
19498,228150,Grady Travis
928572,228150,
11355,228150,
109438,228150,Lt. Parker
454,228150,
1333845,228150,Hilda Meier
51329,82693,Pat
72129,82693,Tiffany
380,82693,Pat Sr.
67837,82693,Dolores
66,82693,Danny
6217,82693,Dr. Cliff Patel
40543,82693,Ronnie
74242,82693,Jake
12041,82693,Veronica
6066,82693,Officer Keogh
58535,82693,Randy
7399,10527,Alex (voice)
9575,10527,Gloria (voice)
14409,10527,Melman (voice)
2632,10527,Marty:Additional Zebras (voice)
5726,10527,Maurice (voice)
28637,10527,Mort (voice)
1897,10527,Zuba (voice)
7447,10527,Makunga (voice)
6730,10527,Julien (voice)
109561,10527,Mom (voice)
82092,10527,Moto Moto (voice)
18864,10527,Skipper:Lemur (voice)
12098,10527,Kowalski (voice)
49920,10527,Baby Glorida (voice)
89819,10527,Baby Melman (voice)
118490,10527,Newscaster (voice)
111875,10527,Newscaster (voice)
31549,10527,Guide (voice)
50463,13183,Laurie Juspeczyk:Silk Spectre
8289,13183,Jon Osterman:Dr. Manhattan
17832,13183,Sally Jupiter:Silk Spectre
47296,13183,Edward Blake:The Comedian
17178,13183,Dan Dreiberg:Nite Owl II
17183,13183,Walter Kovacs:Rorschach
1247,13183,Adrian Veidt:Ozymandias
40009,13183,Edgar Jacobi:Moloch the Mystic
230,13183,Hollis Mason:Nite Owl
79343,13183,Janey Slater
79344,13183,Pat Buchanan (James Michael Connor)
21091,13183,Detective Fine
46930,13183,Henry Kissinger
66661,13183,Ted Koppel
20180,13183,Janet Black
7399,953,Alex
2632,953,Marty
14409,953,Melman
9575,953,Gloria
6730,953,Julien
5726,953,Maurice
28637,953,Mort
18864,953,Skipper:Fossa:Panicky Man on Subway
12098,953,Kowalski
60232,953,Police Horse
60232,953,Police Officer
9443,604,The Architect
75121,604,Soren
28782,604,Persephone
9452,604,Agent Johnson
192815,604,Zion Virtual Control Operator
52908,604,Seraph
75131,604,Security Guard #5
2975,604,Morpheus
9364,604,Oracle
26059,604,Maitre D'
18286,604,Zee
9457,604,Captain Ballard
9462,604,The Keymaker
9464,604,Commander Lock
440902,604,Computer Room Guard
530,604,Trinity
75893,604,Councillor Dillard
6195,604,Link
9575,604,Niobe
9448,604,Twin #2
9450,604,Twin #1
6384,604,Neo
1331,604,Agent Smith
2192,604,The Merovingian
537506,604,Councillor West
1012973,604,18 Wheel Trucker
9576,604,Cas
56347,604,Kid
2128,604,Axel
156739,604,Rama-Kandra
2516,604,Councillor Hamann
930817,604,Ghost
6968,39254,Charlie Kenton
234479,39254,Max Kenton
19034,39254,Bailey Tallet
53650,39254,Finn
79072,39254,Ricky
15250,39254,Aunt Debra
8986,39254,Marvin
19860,39254,Tak Mashido
111206,39254,Farra Lemkova
2296,190955,Chris Pierzynski
8289,190955,Frank
8293,190955,Monica
18973,190955,Natalie
8691,190955,Vanessa
73381,190955,Anthony Scarfo
3085,190955,Leon
3127,190955,Marie
2171,190955,McNally
11315,190955,Lt. Colon
933271,190955,Yvonne
53573,190955,Tommy
5530,85889,Bruce Robertson
17606,85889,Amanda Drummond
478,85889,Ray Lennox
130977,85889,Mary
1665,85889,Bladesey
228968,85889,Peter Inglis
388,85889,Dr. Rossi
1834,85889,Bunty
63141,85889,Hector
16628,85889,Gorman
15956,85889,Punter
92730,85889,Size Queen
57574,85889,Carole Robertson
480,85889,Gus Bain
26860,85889,Bob Toal
18280,85889,Dougie Gillman
500,56292,Ethan Hunt
17604,56292,Brandt
11108,56292,Benji Dunn
52851,56292,Jane Carter
72118,56292,Brij Nath
142636,56292,Trevor Hanaway
10182,56292,Luther Stickell
92428,56292,Wistrom
6283,56292,Kurt Hendricks
121529,56292,Sabine Moreau
11705,56292,Julia Meade
207,56292,IMF Secretary
53714,122906,Mary
2440,122906,Dad
93210,122906,Tim
2441,122906,Harry
234352,122906,Charlotte
30083,122906,Mum
28950,122906,"Mary's Mother, Jean"
1186080,122906,Commuter
10860,9373,Erin
17243,9373,Morgan
57514,9373,Pepper
6858,9373,Andy
34489,9373,Kemper
52366,9373,Thomas Hewitt (Leatherface)
8655,9373,Sheriff Hoyt
26292,9373,Jedidiah
37014,9373,Teenage Girl
6384,605,Neo
2975,605,Morpheus
530,605,Trinity
1331,605,Agent Smith
9572,605,Oracle
9443,605,The Architect
2192,605,The Merovingian
9457,605,Captain Ballard
9462,605,The Keymaker
9464,605,Commander Lock
6195,605,Link
9575,605,Niobe
9576,605,Cas
52908,605,Seraph
537506,605,Councillor West
18286,605,Zee
28782,605,Persephone
156739,605,Rama-Kandra
1341,14756,Ip Man
20519,14756,Chow Ching-Chuen
78878,14756,Master Zealot Lin
105422,14756,Shao Dan Yuan
83820,14756,Captain Lei Chiu
117760,14756,Cheung Wing-Sing
234641,14756,Miura
130598,14756,Jin Shan Zhao:Kam Shan-Chau
51329,109439,Phil
27105,109439,Stu
58225,109439,Alan
21180,109439,Doug
83586,109439,Mr. Chow
1230,109439,Marshall
55536,109439,Cassie
4175,109439,Sid
69122,109439,Jade
51944,109439,Black Doug
83585,109439,Tracy
78324,109439,Lauren
153621,109439,Linda
61182,109439,Stephanie
37917,8966,Isabella 'Bella' Swan
11288,8966,Edward Cullen
21029,8966,Charlie Swan
84214,8966,Jacob Black
56857,8966,Carlisle Cullen
45827,8966,Alice Cullen
84215,8966,Jasper
53755,8966,Esme Cullen
34502,8966,Emmett Cullen
59252,8966,Rosalie Hale
84223,8966,Jessica
25836,8966,Renée
84225,8966,Billy Black
58168,8966,Victoria
55086,8966,James
39391,8966,Laurent
56676,8966,Mike Newton
84224,8966,Angela Weber
65225,8966,Eric
887,116741,Nick Campbell
4937,116741,Billy McMahon
109046,116741,Neha
9827,116741,Lyle
54415,116741,Headphones
130782,116741,Marielena
20644,116741,Mr. Chetty
527393,116741,Stuart
2978,116741,Graham Hawtrey
71403,116741,Randy
934159,116741,Sid
170302,116741,Bob Williams
23659,116741,Mattress Salesman (uncredited)
1230,116741,Nick and Billy's Boss (uncredited)
107770,116741,Male Interviewer
112561,123553,Clary
83356,123553,Jace Wayland
7431,123553,Alec Lightwood
1075355,123553,Isabelle Lightwood
118616,123553,Simon Lewis
17286,123553,Jocelyn Fray
15440,123553,Hodge Starkweather
207558,123553,Luke Garroway
1192915,123553,Magnus Bane
112692,123553,Blackwell
79072,123553,Pangborn
30485,123553,Dorothea
1244,123553,Valentine
207558,123553,Luke
12073,810,Shrek (voice)
776,810,Donkey (voice)
6941,810,Princess Fiona (voice)
5823,810,Queen Lillian (voice)
3131,810,Puss in Boots (voice)
8930,810,King Harold (voice)
4757,810,Prince Charming (voice)
10713,810,Merlin (voice)
12110,810,Cinderella (voice)
12111,810,Prince Artie (voice)
3223,10528,Sherlock Holmes
9642,10528,Dr. John Watson
53714,10528,Irene Adler
2983,10528,Lord Blackwood
1665,10528,Inspector Lestrade
112692,10528,Dredger
11855,10528,Mrs. Hudson
17521,10528,Mary
84865,10528,Constable Clark
37168,10528,Lord Coward
1292,10528,Sir Thomas Rotheram
19901,10528,Captain Tanner
33399,10528,Palm Reader
1266585,10528,Governor
22226,180296,Joel
56322,180296,Molly
71189,180296,Tiffany
22227,180296,Roland
1213603,180296,Jake
19278,180296,Kyle
475512,180296,Karen
111683,180296,Bob
15091,180296,Brenda
27105,180296,Eggbert
22224,180296,Trevor
335,180296,Spike
8792,180296,Bubby
66524,180296,Melanie
4776,180296,Roger
77330,180296,Teddy
58737,180296,Oliver
77089,180296,Tommy
113224,180296,Habermeyer
47296,180296,Frank
6212,180296,Waiter With Pole
36801,180296,Himself
32600,180296,Himself
22214,180296,Keith
20472,180296,Herself
84223,77174,Courtney
1230,77174,Mr. Prenderghast
41087,77174,Sandra Babcock
1893,77174,Mitch
8338,77174,Aggie
54691,77174,Alvin
113505,77174,Norman Babcock
1369,77174,The Judge
105659,77174,Female Tourist
204131,77174,Pug
113916,77174,"Deputy Dwayne, Rapper G"
42160,77174,Blithe Hollow Kid
24357,77174,Mrs. Henscher
92087,77174,Sheriff Hooper
36802,77174,Grandma
12073,809,Shrek (voice)
776,809,Donkey (voice)
6941,809,Princess Fiona (voice)
5823,809,Queen (voice)
3131,809,Puss In Boots (voice)
8930,809,King (voice)
4757,809,Prince Charming (voice)
12094,809,Fairy Godmother (voice)
12095,809,Pinocchio:Three Pigs (voice)
19292,109418,Lenny Feder
32895,109418,Eric Lamonsoff
2632,109418,Kurt McKenzie
60950,109418,Marcus Higgins
3136,109418,Roxanne Chase-Feder
52792,109418,Deanne McKenzie
49,109418,Sally Lamonsoff
884,109418,Wiley
32907,109418,Nick
51857,109418,Malcom
16165,109418,Squats Fitness Janitor
35806,109418,Officer Fluzoo
23498,109418,Braden
52697,109418,Mrs. Lamonsoff
20819,109418,Officer Dante
62692,109418,Kyle
20818,109418,Hippie Teacher
77120,109418,Tommy Cavanugh
16501,109418,Frat Boy Milo
80613,109418,Charlotte Mackenzie
60252,109418,Penny
1232807,109418,Mary Fluzoo
166029,109418,Gym Teacher
934243,109418,Nancy Arbuckle
88737,109418,Kmart Employee
145881,109418,The Great Renaldo
1143597,109418,Coach Romey
62861,109418,Male Cheerleader
62863,109418,Male Cheerleader
452205,109418,Male Cheerleader
62854,109418,Male Cheerleader
1118911,109418,Ginger
84214,109418,Frat Boy Andy
17304,230896,Iron Man:Tony Stark (voice)
23680,230896,Dr. Cruler:Zzzax (voice)
84490,230896,Jarvis (voice)
106775,230896,The Red Skull
3084,238,Don Vito Corleone
1158,238,Michael Corleone
3085,238,Santino 'Sonny' Corleone
3086,238,Pete Clemenza
3087,238,Tom Hagen
3088,238,Capt. Mark McCluskey
3142,238,Jack Woltz
3090,238,Emilio Barzini
3091,238,Virgil 'Der Türke' Sollozzo
3092,238,Kay Adams
3093,238,"Salvatore ""Sally"" Tessio"
3094,238,Connie Corleone Rizzi
3095,238,Carlo Rizzi
3096,238,Fredo Corleone
3143,238,Carmine Cuneo
3144,238,Johnny Fontane
106811,238,Luca Brasi
99724,238,Paulie
20752,238,Moe Greene
3414,238,Bruno Tattaglia
3145,238,Apollonia Vitelli-Corleone
119431,238,Vitelli
1769,238,Baby in baptism scene
20973,238,Don Zaluchi
563643,71672,Bridget
380,137093,Paddy
192,137093,Archie
3392,137093,Billy
8945,137093,Sam
2453,137093,Diana
98953,137093,Dean
71530,137093,Lonnie
45566,137093,Maurice
20747,137093,Miriam
8177,137093,Ezra
131934,137093,Lisa
58224,138832,David Clark
4491,138832,Rose O'Reilly
93491,138832,Kenny Rossmore
34847,138832,Casey Mathis
27105,138832,Brad Gurdlinger
17039,138832,Donny Fitzgerald
539,138832,Rick Nathanson
17696,138832,Edie Fitzgerald
96349,138832,Melissa Fitzgerald
25089,138832,Pablo Chacon
92617,138832,One-Eye
40481,138832,Mexican Cop
539,138832,Rick Nathanson
77089,138832,Todd - Strip Club Owner
17604,49040,Aaron Cross
349,49040,Ezra Kramer
3293,49040,Dr. Marta Shearing
819,49040,Byer
825,49040,Turso
11148,49040,Pamela Landy
2517,49040,Dita Mandy
3926,49040,Dr. Albert Hirsch
25072,49040,#3
74541,49040,Vendel
11064,49040,Noah Vosen
20582,49040,Larry Hooper
118937,49040,Ward
17199,49040,Ray Wills
126713,49040,Dr. Connie Dowd
6752,49040,Dr. Donald Foite
72129,70160,Katniss Everdeen
27972,70160,Peeta Mellark
96066,70160,Gale Hawthorne
2283,70160,Caesar Flickerman
9281,70160,Effie Trinket
57755,70160,Haymitch Abernathy
8210,70160,Seneca Crane
561869,70160,Rue
77069,70160,Cinna
23498,70160,Cato
77517,70160,Clove
55636,70160,President Snow
207401,70160,Glimmer
197350,70160,Flavius
1286617,70160,Tribute Girl District 8
72466,64635,Doug Quaid:Carl Hauser
3967,64635,Lori Quaid
10860,64635,Melina
17419,64635,Cohaagen
2440,64635,Matthias
68842,64635,McClane
71913,64635,Harry
10884,64635,Marek
43292,64635,Henry Reed
156590,64635,Bergen
23659,38055,Megamind (voice)
287,38055,Metro Man (voice)
56323,38055,Roxanne Ritchi (voice)
21007,38055,Titan (voice)
212,38055,Minion
15033,38055,Minions
19278,38055,Bob Prickles
56322,38055,Linda Prickles
52997,38055,Random Citizen
18999,38055,Warden
7399,38055,Bernard
15009,38055,Megaminds's Father
102336,38055,Newscaster
31,862,Woody (voice)
12898,862,Buzz Lightyear (voice)
7167,862,Mr. Potato Head (voice)
12899,862,Slinky Dog (voice)
12900,862,Rex (voice)
7907,862,Hamm (voice)
8873,862,Bo Peep (voice)
1116442,862,Andy (voice)
12901,862,Sid (voice)
12133,862,Andy's Mom (voice)
8655,862,Sergeant (voice)
12903,862,Hannah (voice)
37221,862,TV Announcer (voice)
19545,862,Shark:Rocky Gibraltar (voice)
94038,862,Minesweeper Soldier (voice)
73016,862,Aliens:Troll:Announcer on Intercom at Pizza Planet (voice)
84213,862,Additional Voice
166406,862,Additional Voice
61969,862,Bowling Announcer:Pizza Planet Guard (voice)
7911,862,Lenny the Binoculars (voice)
7,862,Commercial Chorus (voice)
158124,862,Additional Voice
57514,13186,Nina Papas
9290,13186,Dale Murphy
53185,13186,Jake
59296,13186,Amber
10867,13186,Jonesy
53441,13186,Mara
58901,13186,Michael
58393,13186,Elena
84336,13186,Kimberly
5897,13186,Old Man
50094,13186,Pa
84338,13186,Brother
62,95,Harry S. Stamper
879,95,"Dan Truman, NASA Administrator"
880,95,A.J. Frost
882,95,Grace Stamper
883,95,Charles 'Chick' Chapple
884,95,Rockhound
886,95,"Colonel William Sharp, Shuttle Freedom Pilot"
61981,95,Jayotis 'Bear' Kurleenbear
53,95,"Lev Andropov, Russian Cosmonaut"
887,95,Oscar Choi
236327,95,Max
42707,95,Co-Pilot Jennifer Watts
8191,95,Flight Director Clark
65827,95,General Kimsey
11355,95,Ronald Quincy
10017,95,Narrator
62842,95,Bike Messenger
73040,125509,Maynard
228969,125509,Lita
1108570,125509,One Eye
3292,81005,Jack
73357,81005,Princess Isabelle
3061,81005,Elmont
2283,81005,Roderick
6972,81005,King Brahmwell
1665,81005,Crawe
1125,81005,Wicke
11184,81005,Old Hamm
2440,81005,General Fallon
53916,81005,General Entin
27632,81005,Fumm
33310,81005,The Queen
2176,607,Agent K
2888,607,James Edwards:Agent J
9625,607,Dr. Laurel Weaver:Agent L
7132,607,Edgar:The Bug
9626,607,Chief Zed
4252,607,Jack Jeebs
9628,607,Gentle Rosenburg the Arquillian Jeweler
9629,607,Van driver
9631,607,Arquillian
9632,607,INS agent Janus
9633,607,Agent D
6751,607,Beatrice
15318,607,Perp
8977,9806,Bob Parr:Mr. Incredible (voice)
18686,9806,Helen Parr:Elastigirl (voice)
2231,9806,Lucius Best:Frozone (voice)
11662,9806,Buddy Pine:Syndrome (voice)
59360,9806,Dashiell 'Dash' Parr (voice)
59361,9806,Violet Parr (voice)
7430,9806,Mirage (voice)
7087,9806,Edna 'E' Mode (voice)
12900,9806,Gilbert Huph (voice)
7962,9806,Bernie Kropp (voice)
7907,9806,The Underminer (voice)
7918,9806,Rick Dicker (voice)
12890,9806,Additional Voices (voice)
7,9806,Additional Voices (voice)
4495,20352,Gru (voice)
41088,20352,Vector (voice)
59919,20352,Dr. Nefario (voice)
5823,20352,Gru's Mother (voice)
21200,20352,Mr. Perkins (voice)
41091,20352,Miss Hattie (voice)
17743,20352,Margo (voice)
55936,20352,Jerry the Minion (voice)
58737,20352,Carnival Barker:Tourist Dad (voice)
62862,20352,Fred McDade (voice)
125167,20352,Tourist mom (voice)
80595,20352,Anchorman (voice)
83586,20352,Talk Show Host (voice)
36434,12105,Ringo (Stimme)
41686,41513,Patrick Winslow
34195,41513,Grace Winslow
21028,41513,Clumsy Smurf
5587,41513,Gargamel
10697,41513,Gutsy Smurf
111455,41513,Smurfette
63522,41513,Odile
13593,41513,Papa Smurf
41798,41513,Grouchy Smurf
5129,41513,Jokey Smurf
77330,41513,Greedy Smurf
107770,41513,Baker Smurf
60736,41513,Handy Smurf
1215462,41513,Chef Smurf
61110,41513,Brainy Smurf
84292,41513,Vanity Smurf
21402,41513,Panicky Smurf
96228,41513,Hefty Smurf
819,1724,Bruce Banner
882,1724,Betty Ross
3129,1724,Emil Blonsky
227,1724,"General ""Thunderbolt"" Ross"
1462,1724,Leonard
15232,1724,Dr. Samson
68278,1724,General Joe Greller
19137,1724,Voice of The Incredible Hulk:Security Guard
1215283,1724,Stanley
964764,1724,Martina
158459,1724,Commando
76973,1724,Soldier
5897,1724,Boat Captain
41089,1724,Computer Nerd
39390,1724,Harlem Bystander (as Michael Kenneth Williams)
1224149,1724,Soldier (as David Miller)
3223,1724,Tony Stark (uncredited)
7624,1724,Milwaukee Man Drinking From Bottle (uncredited)
37917,50619,Bella Swan
11288,50619,Edward Cullen
84214,50619,Jacob Black
45827,50619,Alice Cullen
56857,50619,Carlisle Cullen
53755,50619,Esme Cullen
34502,50619,Emmett Cullen
84223,50619,Jessica
121868,50619,Seth
87310,50619,Leah
59252,50619,Rosalie Hale
84215,50619,Jasper Hale
84219,50619,Sam Uley
11825,50619,Irina Denali
21029,50619,Charlie Swan
501,50619,Jane
25836,50619,Renée
57578,50619,Tanya Denali
55314,16186,Helen
2202,16186,Charles
80602,16186,Madea
80602,16186,Brian
80602,16186,Joe
50266,16186,Orlando
78729,11430,Timon
69415,11430,Pumbaa
199,11430,Mom
26042,11430,Uncle Max
4756,11430,Simba
8294,11430,Rafiki (voice)
20005,11430,Nala (voice)
2395,11430,Shenzi (voice)
11159,11430,Banzai (voice)
12077,11430,Ed (voice)
84249,11430,Zazu
60956,11430,Young Simba
35219,11430,Grumpy
34982,11430,Additional Voices
59315,49849,Ella
3,49849,Col. Woodrow Dolarhyde
8784,49849,Jake Lonergan
6807,49849,Doc
17142,49849,Percy
27740,49849,Hunt
57409,49849,Maria
6574,49849,Meacham
