movieId,title,avgVote,releaseYear,genres
191148,Top of the Lake,8.000000,2013,Crime:Drama
87499,The East,6.400000,2013,Drama:Thriller
51994,The Deep Blue Sea,4.900000,2011,Drama:Romance
11841,The 36th Chamber of Shaolin,8.300000,1978,Action:Adventure
10833,Heartbreakers,5.300000,2001,Comedy:Drama
707,A View to a Kill,5.700000,1985,Action:Adventure:Thriller
3001,How to Steal a Million,7.700000,1966,Comedy:Crime:Romance
146223,Closed Circuit,5.900000,2013,Crime:Drama:Mystery:Thriller
43923,It's Kind of a Funny Story,7.000000,2010,Comedy:Drama:Indie
11093,House of Sand and Fog,7.100000,2003,Drama
98948,Abraham Lincoln vs. Zombies,4.800000,2012,Action:Horror:Thriller
10351,Wishmaster,6.600000,1997,Horror
4474,My Super Ex-Girlfriend,5.300000,2006,Action:Comedy:Crime:Drama:Fantasy:Science Fiction
9023,Spirit: Stallion of the Cimarron,6.500000,2002,Adventure:Animation:Comedy:Family
51608,The Man from Nowhere,7.800000,2010,Action:Adventure:Crime:Drama:Thriller
6947,The Village,6.200000,2004,Drama:Mystery:Thriller
12230,101 Dalmatians,6.200000,1961,Adventure:Animation:Family
1957,Enough,6.200000,2002,Action:Drama:Suspense:Thriller
76122,Marvel One-Shot: The Consultant,6.900000,2011,Action:Adventure:Fantasy:Science Fiction
11675,Halloween H20: 20 Years Later,6.700000,1998,Horror:Thriller
1635,The Island,6.400000,2005,Action:Adventure:Science Fiction:Thriller
1494,Curse of the Golden Flower,6.100000,2006,Action:Drama:Fantasy
69778,A Good Old Fashioned Orgy,6.100000,2011,Comedy
206324,Bhaag Milkha Bhaag,7.900000,2013,Drama:History
43939,I'm Still Here,6.400000,2010,Comedy:Drama:Music
7735,The Wave,7.700000,2008,Drama:Thriller
847,Willow,6.600000,1988,Action:Adventure:Drama
43947,I Spit on Your Grave,6.700000,2010,Crime:Horror:Thriller
9266,Blue Crush,5.700000,2002,Drama:Sport:Romance
3536,U-571,6.500000,2000,Action:Drama:Thriller:War
9546,Ricochet,6.000000,1991,Action:Crime:Thriller
288,High Noon,7.100000,1952,Western
6312,Brotherhood of the Wolf,6.500000,2002,Action:Adventure:History:Horror:Science Fiction
10938,Beautiful Thing,8.300000,1996,Comedy:Drama:Romance
10495,"The Karate Kid, Part III",5.700000,1989,Action:Drama:Family
9612,Coneheads,5.100000,1993,Comedy:Science Fiction:Family
44754,Margaret,6.000000,2011,Drama
12900,Conspiracy,7.000000,2001,Drama:History
9422,A Civil Action,6.300000,1998,Drama
2654,In the Mouth of Madness,7.200000,1994,Horror:Suspense:Thriller
11523,View from the Top,6.000000,2003,Comedy:Romance
9390,Jerry Maguire,6.300000,1996,Comedy:Drama:Sport:Romance
9428,The Royal Tenenbaums,7.100000,2001,Comedy:Drama
10536,The Italian Job,7.800000,1969,Action:Comedy:Crime:Thriller
27310,The Marine 2,5.600000,2009,Action:Adventure:Drama:Thriller
60747,Red Dawn,5.500000,2012,Action:Thriller
129670,Nebraska,7.400000,2013,Adventure:Drama
11005,Awakenings,6.700000,1990,Drama
9037,Grease 2,5.700000,1982,Comedy:Drama:Musical:Music:Romance:Family
2266,"Paris, je t'aime",6.900000,2006,Drama:Romance
10396,Tequila Sunrise,5.600000,1988,Action:Adventure:Crime:Thriller:Romance
22970,The Cabin in the Woods,6.300000,2012,Horror:Thriller
9659,Mad Max,6.400000,1979,Action:Adventure:Science Fiction:Thriller
1726,Iron Man,7.000000,2008,Action:Adventure:Science Fiction
3980,Critters,6.300000,1986,Comedy:Horror:Science Fiction
18269,Lady and the Tramp II: Scamp's Adventure,5.600000,2001,Animation:Family
156700,The Kings of Summer,7.300000,2013,Comedy:Drama
9416,Money Talks,5.700000,1997,Action:Adventure:Comedy
8953,Steamboy,6.900000,2004,Animation:Fantasy:Science Fiction
8677,The Bourne Identity,7.000000,1988,Action:Drama:Mystery:Thriller
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,5.900000,2010,Fantasy
260063,Seal Team Eight: Behind Enemy Lines,5.200000,2014,Action:Drama:War
1359,American Psycho,6.700000,2000,Crime:Drama
1786,Au Revoir Les Enfants,7.400000,1987,Drama:War
1440,Little Children,6.400000,2006,Drama:Romance
51786,Kim Possible: A Sitch in Time,6.200000,2003,Action:Adventure:Animation:Family
12834,Leaves of Grass,5.600000,2009,Comedy:Crime:Drama:Thriller:Indie
26842,The Message: The Story of Islam,8.500000,1977,Action:Adventure:Drama:History
6435,Practical Magic,6.200000,1998,Comedy:Fantasy:Romance
5680,"Elvira, Mistress of the Dark",5.600000,1988,Comedy:Fantasy:Horror:Science Fiction
10633,In the Heat of the Night,7.500000,1967,Crime:Drama:Mystery:Thriller
49517,Tinker Tailor Soldier Spy,6.600000,2011,Drama:Mystery:Thriller
139651,Haute Cuisine,7.100000,2012,Comedy
79433,Ronal the Barbarian,6.300000,2011,Adventure:Animation:Fantasy
248774,Obvious Child,5.900000,2014,Comedy:Romance
214075,Words and Pictures,6.900000,2014,Comedy:Drama:Romance
73454,X,6.500000,2011,Action:Thriller:Romance
23759,Centurion,5.600000,2010,Action:Drama:Thriller
12244,9,6.400000,2009,Animation:Science Fiction
12151,Ruthless People,7.700000,1986,Comedy
191714,The Lunchbox,7.400000,2013,Drama:Romance
220,East of Eden,7.300000,1955,Drama
110552,The Protector 2,6.900000,2013,Action
12289,Red Cliff,7.100000,2008,Action:Adventure:Drama
879,Hook,6.400000,1991,Adventure:Comedy:Fantasy:Family
13476,Win a Date with Tad Hamilton!,4.600000,2004,Comedy:Romance
10428,Hackers,6.600000,1995,Action:Crime:Drama:Thriller
43960,Drake And Josh Go Hollywood,6.000000,2006,Adventure:Comedy:Family
9077,Tarantula,6.900000,1955,Fantasy:Horror:Science Fiction:Thriller
13820,Repo Man,8.000000,1984,Comedy:Drama:Science Fiction:Indie
1049,Sommersby,6.100000,1993,Drama:Mystery:Thriller:Romance
9306,The Island of Dr. Moreau,5.500000,1996,Fantasy:Horror:Science Fiction
9602,Coming to America,6.300000,1988,Comedy:Romance
1272,Sunshine,6.800000,2007,Adventure:Science Fiction:Thriller
75624,Naruto Shippuden the Movie: Blood Prison,8.000000,2011,Action:Animation:Comedy
128216,Stories We Tell,7.500000,2012,Documentary
79628,TT3D: Closer to the Edge,8.800000,2011,Documentary
10479,Rules of Engagement,5.500000,2000,Action:Adventure:Drama:History:War
67109,Delhi Belly,7.500000,2011,Action:Comedy:Foreign
63493,The Ledge,5.100000,2011,Drama:Thriller
10843,After Hours,7.200000,1985,Comedy:Drama:Thriller
404,The Straight Story,8.100000,1999,Drama:Indie
13690,Open Season 2,5.600000,2008,Adventure:Animation:Comedy:Family
9303,Bound,6.800000,1996,Crime:Drama:Suspense
11540,Adventures of Arsene Lupin,5.100000,2004,Action:Adventure:Crime:Mystery:Romance
10991,Pokémon 3: The Movie,5.900000,2000,Action:Adventure:Animation:Fantasy:Family
16140,Death Note: The Last Name,5.800000,2006,Fantasy:Mystery:Thriller
153158,Underdogs,7.200000,2013,Adventure:Animation:Sport:Romance
15809,Green Street Hooligans 2,5.000000,2009,Action:Drama:Thriller
21835,A Chinese Odyssey Part Two: Cinderella,8.300000,1994,Comedy
2176,The Glass House,5.200000,2001,Action:Drama:Horror:Mystery:Suspense:Thriller
77931,The Smurfs 2,5.800000,2013,Animation:Comedy:Fantasy:Family
36728,Naruto Shippuden the Movie: Inheritors of the Will of Fire,7.700000,2009,Action:Adventure:Animation:Comedy:Drama:Fantasy
242095,The Signal,6.100000,2014,Science Fiction:Thriller
85872,Le Chef,6.600000,2012,Comedy
22843,Evangelion: 2.0 You Can (Not) Advance,7.800000,2009,Action:Animation:Drama:Science Fiction
231474,The Hunters,3.500000,2013,Adventure
136400,2 Guns,6.800000,2013,Action:Comedy:Crime:Drama:Thriller
130739,A Coffee in Berlin,7.100000,2013,Comedy:Drama
7450,Titan A.E.,6.500000,2000,Action:Adventure:Animation:Science Fiction:Family
704,A Hard Day's Night,7.400000,1964,Comedy:Music
2057,Original Sin,6.200000,2001,Drama:Mystery:Romance
277,Underworld,6.400000,2003,Action:Fantasy:Thriller
9822,Mighty Joe Young,6.100000,1998,Action:Adventure:Fantasy:Family
953,Madagascar,6.200000,2005,Animation:Family
2359,Sicko,6.600000,2007,Documentary
12182,Nick and Norah's Infinite Playlist,6.400000,2008,Comedy:Drama:Romance
110160,Laurence Anyways,8.200000,2012,Drama:Romance
57165,Wrath of the Titans,5.700000,2012,Action:Adventure:Fantasy
14257,Delusions of Grandeur,8.000000,1971,Comedy:History
23128,The Cove,7.300000,2009,Crime:Documentary
20777,The Killing Room,6.000000,2009,Drama:Thriller:Indie
9702,Bound by Honor,7.100000,1993,Action:Crime:Drama:Thriller
190847,The Last Days on Mars,5.300000,2013,Horror:Science Fiction:Thriller
9594,Double Impact,5.800000,1991,Action:Crime:Drama:Thriller
66,Absolute Power,6.500000,1997,Crime:Drama:Suspense:Thriller
1833,Rent,6.500000,2005,Comedy:Drama:Romance
177699,Alan Partridge: Alpha Papa,6.400000,2013,Comedy
10376,The Legend of 1900,7.800000,1998,Drama:Music:Romance
9406,An American Werewolf in Paris,5.500000,1997,Comedy:Horror
25538,Yi Yi: A One and a Two,8.000000,2000,Drama:Music:Romance
12545,Jesus Christ Superstar,7.000000,1973,Drama:History:Music
244610,The Den,6.000000,2013,Horror:Suspense:Thriller
8285,The Spirit,5.100000,2008,Action:Comedy:Crime:Science Fiction:Thriller
17467,Riki-Oh: The Story of Ricky,6.100000,1991,Action:Horror:Science Fiction
11456,Domestic Disturbance,5.700000,2001,Crime:Mystery:Thriller
134,"O Brother, Where Art Thou?",7.000000,2000,Action:Adventure:Comedy:Musical
144789,I'm So Excited!,6.000000,2013,Comedy
50848,The Names of Love,7.500000,2010,Comedy:Drama:Romance
13155,Return to Oz,7.400000,1985,Adventure:Fantasy:Science Fiction:Family
14219,Skinwalkers,5.600000,2006,Action:Adventure:Horror:Thriller
86555,Take This Waltz,6.200000,2012,Comedy:Drama
3638,No Reservations,5.600000,2007,Comedy:Drama:Romance
14048,Man on Wire,7.900000,2008,Documentary:Indie
918,Blind Date,5.200000,1987,Comedy:Romance
238589,Enemies Closer,5.400000,2013,Action:Thriller
10297,How to Marry a Millionaire,7.300000,1953,Comedy:Musical:Romance
192577,Space Pirate Captain Harlock,6.600000,2013,Animation:Science Fiction
11933,Nothing but Trouble,5.700000,1991,Adventure:Comedy
10515,Castle in the Sky,7.500000,1986,Action:Adventure:Animation:Fantasy:Romance:Family
11954,Lifeforce,6.900000,1985,Horror:Science Fiction:Thriller
1930,The Amazing Spider-Man,6.300000,2012,Action:Adventure:Fantasy
38277,Camping 2,4.200000,2010,Comedy
135647,The Details,5.800000,2012,Comedy:Drama
1391,Y tu mamá también,7.100000,2001,Drama:Romance
14811,Fiddler on the Roof,6.700000,1971,Drama:Music:Romance
22824,The Fourth Kind,6.100000,2009,Drama:Horror:Mystery:Science Fiction:Thriller
12556,Ghosts of Girlfriends Past,5.500000,2009,Comedy:Fantasy:Romance
200823,Fonzy,5.600000,2013,Comedy
13752,Max Manus: Man of War,7.900000,2008,Drama:History:War
11648,Must Love Dogs,5.900000,2005,Comedy:Romance
2395,Asterix at the Olympic Games,4.600000,2008,Adventure:Comedy:Fantasy:Family
13348,Helvetica,7.400000,2007,Documentary
12100,Windtalkers,6.300000,2002,Action:Drama:History:War
11342,Warlock,6.500000,1989,Action:Adventure:Fantasy:Horror
133805,Carrie,6.400000,2013,Drama:Horror
9564,Asterix & Obelix take on Caesar,5.500000,1999,Adventure:Comedy:Fantasy:Family
13067,In the Land of Women,6.700000,2007,Comedy
62215,Melancholia,6.800000,2011,Drama:Science Fiction
13160,Over Her Dead Body,4.900000,2008,Comedy:Romance
846,The X Files,6.100000,1998,Mystery:Science Fiction:Thriller
11234,The Omega Man,6.200000,1971,Science Fiction
6037,Murder by Death,8.000000,1976,Comedy:Crime:Mystery:Thriller
259720,2 States,6.700000,2014,Drama:Romance
13161,Big Stan,6.100000,2007,Comedy
10734,Escape from Alcatraz,7.300000,1979,Crime:Drama:History
20618,Road Trip: Beer Pong,5.800000,2009,Comedy
4241,Visitor Q,8.400000,2001,Comedy:Drama:Horror:Thriller:Indie
72432,Puncture,6.400000,2011,Drama:Mystery
14534,Rudy,7.200000,1994,Drama:Sport:Family
2786,Pierrot le Fou,8.100000,1965,Drama:Thriller:Indie
13042,Presto,8.400000,2008,Adventure:Animation:Comedy:Fantasy:Family:Short
24418,Cirque du Freak: The Vampire's Assistant,5.500000,2009,Action:Adventure:Fantasy:Thriller
14449,The Banquet,5.000000,2006,Action:Drama:Fantasy:History
15854,Kung Fu Panda: Secrets of the Furious Five,6.900000,2008,Animation:Comedy
795,City of Angels,6.300000,1998,Drama:Fantasy:Romance
77987,Only God Forgives,5.200000,2013,Crime:Drama:Thriller
17436,The Informers,5.800000,2008,Action:Adventure:Crime:Drama:Thriller:Indie
2623,An Officer and a Gentleman,6.400000,1982,Drama:Romance
13474,P2,6.900000,2007,Horror:Thriller
60405,Sharpay's Fabulous Adventure,4.800000,2011,Comedy:Music:Family
72710,The Host,5.800000,2013,Action:Adventure:Science Fiction:Thriller:Romance
49529,John Carter,5.900000,2012,Action:Adventure:Fantasy:Science Fiction
1646,Freedom Writers,7.100000,2007,Drama
112198,What's in a Name,7.000000,2012,Comedy
863,Toy Story 2,6.800000,1999,Animation:Comedy:Family
143,All Quiet on the Western Front,7.700000,1930,Action:Drama:History:War
146631,Alien Uprising,3.400000,2012,Action:Adventure:Science Fiction
8833,"Not Two, But Four",7.500000,1984,Action:Comedy
14817,Good Burger,4.900000,1997,Comedy:Family
164,Breakfast at Tiffany's,6.900000,1961,Comedy:Drama:Romance
227156,The Giver,6.700000,2014,Drama:Science Fiction
16562,The Cutting Edge,6.200000,1992,Comedy:Drama:Sport:Romance
12153,White Chicks,6.500000,2004,Comedy
47218,Happythankyoumoreplease,6.600000,2010,Comedy:Romance:Indie
16759,Five Minutes of Heaven,6.900000,2009,Crime:Drama:Thriller:Indie
13173,The Ten,5.400000,2007,Comedy:Indie
927,Gremlins,6.500000,1984,Comedy:Fantasy:Horror
9869,Patriot Games,5.900000,1992,Action:Crime:Drama:Thriller
88751,Journey to the Center of the Earth,5.400000,2008,Action:Adventure:Comedy:Science Fiction:Family
1613,The 51st State,6.800000,2001,Action:Comedy
6396,SLC Punk,7.800000,1998,Comedy:Drama:Music:Indie
74523,Born To Race,5.600000,2011,Action
110398,No,6.200000,2012,Drama:History
16258,The Butterfly Effect 3: Revelations,4.800000,2009,Crime:Drama:Science Fiction:Thriller
114150,Pitch Perfect,6.800000,2012,Comedy:Music:Romance
84287,The Imposter,6.700000,2012,Documentary:Drama
9430,Go,7.000000,1999,Comedy:Crime:Thriller
10402,Deuce Bigalow: Male Gigolo,5.900000,1999,Comedy
36593,The Naked Gun 33⅓: The Final Insult,6.600000,1994,Action:Comedy:Crime
39345,Casper Meets Wendy,5.500000,1998,Adventure:Comedy:Family
14220,Strange Wilderness,5.500000,2008,Comedy
521,Dial M for Murder,7.300000,1954,Crime:Drama:Mystery:Thriller
8997,Hollow Man II,5.800000,2006,Action:Horror:Science Fiction:Thriller
189197,The Pacific,7.800000,2010,Action:Adventure:Drama:History:War
13541,The Colour of Magic,7.400000,2008,Comedy:Fantasy
84306,Liberal Arts,5.900000,2012,Comedy:Drama
45077,Every Day,5.000000,2010,Comedy:Drama:Romance
41733,Due Date,6.100000,2010,Comedy:Drama
76163,The Expendables 2,5.900000,2012,Action:Adventure:Thriller
250,In China They Eat Dogs,7.800000,1999,Action:Comedy:Crime:Foreign
2086,Nick of Time,6.400000,1995,Crime:Drama:Thriller
4995,Boogie Nights,6.800000,1997,Drama
245,About a Boy,6.300000,2002,Comedy:Drama:Romance
9325,The Jungle Book,6.600000,1967,Animation:Family
21348,Kirikou and the Sorceress,6.900000,1998,Adventure:Animation:Family
13187,A Charlie Brown Christmas,8.400000,1965,Animation:Comedy:Holiday:Family:Kids:Short
8665,K-19: The Widowmaker,6.200000,2002,War
37958,Immortals,5.700000,2011,Action:Drama:Fantasy
7859,Half Nelson,6.300000,2006,Drama:Indie
158916,Sweetwater,5.400000,2013,Thriller:Western
16995,State of Play,6.600000,2009,Crime:Drama:Mystery:Thriller
10798,Sky Fighters,7.500000,2006,Adventure
8078,Alien: Resurrection,5.900000,1997,Action:Horror:Science Fiction
10133,Cypher,7.400000,2002,Mystery:Science Fiction:Thriller
50839,Margin Call,6.400000,2011,Drama:Thriller
1370,Rambo III,5.800000,1988,Action:Adventure:Thriller:War
15573,The Cowboys,7.400000,1972,Action:Adventure:Drama:Western
1433,The Devil's Backbone,7.200000,2001,Drama:Fantasy:Horror:Science Fiction:Thriller
13704,License to Drive,7.500000,1988,Comedy:Family
58857,13 Assassins,7.000000,2010,Action:Adventure:Drama
243935,Rob the Mob,6.300000,2014,Crime:Drama
9513,Garfield: A Tail of Two Kitties,5.300000,2006,Animation:Comedy:Family
586,Wag the Dog,6.700000,1997,Comedy:Drama
1441,The Contract,5.100000,2006,Action:Crime:Drama:Thriller
9799,The Fast and the Furious,6.200000,2001,Action:Crime:Thriller
25793,Precious,7.000000,2009,Drama
1870,Fantomas Strikes Back,7.300000,1965,Adventure:Comedy:Crime:Fantasy
11230,Drunken Master,6.800000,1978,Action:Comedy
13333,Game of Death,6.800000,1979,Action:Thriller
760,The Mad Adventures of Rabbi Jacob,7.300000,1973,Comedy
158,Knockin' On Heaven's Door,8.300000,1997,Comedy:Crime:Road Movie
3782,Ikiru,8.800000,1952,Drama
11368,Blood Simple,6.900000,1984,Drama:Thriller
14180,Submerged,5.200000,2005,Action:Thriller
57331,The Burma Conspiracy,6.000000,2011,Action:Adventure:Thriller
12201,Edge of Darkness,6.200000,2010,Crime:Drama:Mystery:Thriller
10307,Stigmata,5.800000,1999,Horror:Thriller
8346,My Big Fat Greek Wedding,5.900000,2002,Comedy:Drama:Romance
11831,Amistad,6.500000,1997,Drama:History:Mystery
67913,The Guard,6.800000,2011,Action:Comedy:Crime:Thriller
1374,Rocky IV,6.500000,1985,Drama:Sports Film
188161,A Million Ways to Die in the West,6.100000,2014,Comedy:Western
118677,Why Stop Now?,5.400000,2012,Comedy:Drama
18276,Hoot,6.400000,2006,Drama:Family
7863,Shine,6.800000,1996,Drama
165904,Special 26,8.000000,2013,Crime:Drama:Thriller
575,The Experiment,7.600000,2001,Drama:Thriller
12088,Fortress,6.500000,1993,Action:Science Fiction:Thriller
7972,Before the Devil Knows You're Dead,6.800000,2007,Drama
160070,Apartment 1303 3D,5.300000,2013,Horror
7131,Van Helsing,5.800000,2004,Action:Adventure:Fantasy:Mystery:Thriller
8324,Fast Food Nation,5.100000,2006,Comedy:Documentary:Drama:Thriller
11886,Robin Hood,6.500000,1973,Animation:Family
11001,Blue Streak,6.000000,1999,Action:Comedy:Crime:Thriller
252,Willy Wonka & the Chocolate Factory,7.000000,1971,Fantasy:Family
89691,ATM,5.500000,2012,Horror:Thriller
36800,Metropia,7.000000,2009,Animation:Drama:Science Fiction:Thriller:Indie
6917,The Gate,6.900000,1987,Fantasy:Horror
8392,My Neighbor Totoro,7.800000,1988,Animation:Fantasy:Family
244114,Firestorm,6.500000,2013,Action:Crime
9358,Final Destination 2,5.800000,2003,Horror:Mystery
4515,Lions for Lambs,5.800000,2007,Action:Adventure:Drama:History
565,The Ring,6.300000,2002,Horror:Mystery:Suspense:Thriller
93837,So Undercover,5.800000,2012,Action:Comedy
9271,Virtuosity,5.500000,1995,Action:Crime:Science Fiction:Thriller
11009,Saturday Night Fever,6.600000,1977,Drama:Music
44877,4.3.2.1,6.400000,2010,Action:Crime:Thriller:Romance
16781,Madea's Family Reunion,5.900000,2006,Comedy:Drama:Romance
667,You Only Live Twice,6.100000,1967,Action:Adventure:Thriller
152603,Only Lovers Left Alive,7.300000,2013,Drama:Horror:Romance
235260,Son of God,6.000000,2014,Drama
7007,Rising Sun,5.900000,1993,Action:Drama:Thriller
167581,Free Fall,7.100000,2013,Drama:Romance
41283,Faster,6.200000,2010,Action:Drama:Thriller
7511,The Last Kiss,5.700000,2006,Comedy:Drama:Romance
9593,Last Action Hero,5.600000,1993,Action:Adventure:Comedy:Fantasy:Family
80015,Hollywoo,5.400000,2011,Comedy
16281,Creepshow,6.900000,1982,Comedy:Fantasy:Horror
12117,Instinct,5.600000,1999,Drama:Mystery:Thriller
59963,Dark Tide,4.900000,2012,Adventure:Drama:Suspense:Thriller
23483,Kick-Ass,6.800000,2010,Action:Crime
2502,The Bourne Supremacy,7.000000,2004,Action:Drama:Thriller
42194,Tekken,5.000000,2010,Action:Crime:Drama:Science Fiction:Thriller
152747,All Is Lost,6.400000,2013,Action:Adventure:Drama
75258,Secret of the Wings,6.400000,2012,Adventure:Animation:Fantasy:Family
9285,Road Trip,5.600000,2000,Adventure:Comedy
18232,If You Are the One,5.800000,2008,Comedy:Drama:Romance
59421,Bedevilled,7.200000,2010,Crime:Drama:Horror:Thriller
2576,The Diary of Anne Frank,7.300000,1959,Comedy:Drama:History:Romance
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,7.400000,1993,Action:Adventure:Science Fiction
1534,Pathfinder,6.000000,2007,Action
9364,Wuthering Heights,6.200000,2011,Drama:Romance
2453,Harley Davidson and the Marlboro Man,6.800000,1991,Action:Thriller
11088,Heist,6.800000,2001,Action:Crime:Drama:Thriller
55420,Another Earth,6.800000,2011,Drama
9963,Premonition,6.000000,2007,Drama:Fantasy:Mystery:Science Fiction:Thriller
102629,El Gringo,5.400000,2012,Action:Adventure:Drama:Thriller
196325,American Dreams in China,7.000000,2013,Drama
10562,Under Suspicion,5.900000,2000,Mystery:Suspense:Thriller
18585,The Ramen Girl,6.400000,2008,Comedy:Drama:Romance
796,Cruel Intentions,6.200000,1999,Drama:Thriller:Romance
10632,The Hunted,6.300000,2003,Action:Crime:Drama:Thriller
75900,My Week with Marilyn,6.800000,2011,Drama
171372,Frank,7.100000,2014,Comedy:Drama:Mystery
44865,The Grandmaster,6.600000,2013,Action:Drama:History
65034,Too Big to Fail,7.000000,2011,Drama
79464,Rockstar,8.000000,2011,Drama:Music:Romance:Foreign
6795,Zathura: A Space Adventure,5.700000,2005,Adventure
38542,The Disappearance of Alice Creed,6.600000,2009,Crime:Drama:Thriller
12185,Heaven Can Wait,6.600000,1978,Comedy:Drama:Fantasy:Romance:Sports Film
76285,Percy Jackson: Sea of Monsters,6.200000,2013,Adventure:Fantasy:Family
12090,Just Married,5.600000,2003,Comedy:Romance
16996,17 Again,5.800000,2009,Comedy
5289,Chaos,6.600000,2005,Action:Crime:Drama
9268,Eraser,5.500000,1996,Action:Drama:Mystery:Thriller
76649,Pompeii,5.400000,2014,Action:Adventure:Drama:History:Romance
35854,Flash Point,7.100000,2007,Action
11509,Silverado,7.200000,1985,Western
8836,The X Files: I Want to Believe,5.300000,2008,Drama:Mystery:Science Fiction:Thriller
2274,The Seeker: The Dark Is Rising,5.500000,2007,Action:Adventure:Drama:Fantasy:Science Fiction
187022,A Touch of Sin,6.300000,2013,Drama
48231,A Dangerous Method,5.500000,2011,Drama:Thriller
10849,The Purple Rose of Cairo,7.600000,1985,Comedy:Fantasy:Romance
13767,The Santa Clause 3: The Escape Clause,5.400000,2006,Adventure:Comedy:Family
4959,The International,5.700000,2009,Action:Adventure:Crime:Mystery:Thriller
13275,Annapolis,5.900000,2006,Drama
19955,I Do,7.000000,2006,Comedy:Romance
17979,A Christmas Carol,6.500000,2009,Animation:Drama
11381,Tommy Boy,7.600000,1995,Comedy
14609,Ultimate Avengers,7.300000,2006,Action:Animation:Science Fiction
791,The Fog,4.800000,2005,Horror:Thriller
9296,S1m0ne,5.500000,2002,Comedy:Drama:Science Fiction
49444,Kung Fu Panda 2,6.500000,2011,Animation:Family
41428,Tetsuo: The Iron Man,7.000000,1989,Horror:Science Fiction
387,The Boat,7.600000,1982,Action:Adventure:Drama:History:War
78383,Nurse 3-D,5.400000,2014,Horror:Thriller
45324,Casino Jack,6.300000,2010,Comedy:Crime:Drama
9778,Serendipity,6.400000,2001,Comedy:Romance
10398,Double Jeopardy,5.900000,1999,Crime:Drama:Mystery:Thriller
11224,Cinderella,6.300000,1950,Animation:Fantasy:Musical:Romance:Family
4912,Confessions of a Dangerous Mind,6.400000,2002,Action:Comedy:Drama:Thriller
8871,How the Grinch Stole Christmas,5.900000,2000,Comedy:Fantasy:Holiday:Family
104755,The Lords of Salem,4.800000,2013,Horror:Thriller
33555,Sherlock Holmes,5.800000,2010,Action:Drama:Fantasy:Horror:Mystery:Thriller
5336,"Salò, or the 120 Days of Sodom",6.700000,1975,Drama
9460,Black Mask,6.600000,1996,Action
15058,Speak,7.300000,2004,Drama:Indie
14158,Jackass 2.5,6.300000,2007,Comedy:Documentary
85435,A Few Best Men,5.600000,2011,Comedy
60304,Hansel & Gretel: Witch Hunters,5.600000,2013,Action:Fantasy:Horror
8053,The Three Burials of Melquiades Estrada,7.200000,2005,Adventure:Crime:Drama:Mystery:Western
41439,Saw: The Final Chapter,6.100000,2010,Crime:Horror
624,Easy Rider,7.200000,1969,Action:Adventure:Crime:Drama:Indie
241254,The Prince,5.600000,2014,Action:Thriller
46420,The Loved Ones,7.200000,2009,Horror
82703,Mr. Peabody & Sherman,7.200000,2014,Adventure:Animation:Family
102207,HOUBA! On the Trail of the Marsupilami,5.100000,2012,Adventure:Comedy
73108,Teen Spirit,4.200000,2011,Comedy:Family
7548,The Libertine,6.200000,2004,Drama:Romance
10344,The Fly II,6.400000,1989,Horror:Science Fiction:Thriller
37861,Valhalla Rising,6.000000,2009,Action:Adventure:Drama:Fantasy
128,Princess Mononoke,7.900000,1997,Adventure:Animation:Fantasy
10142,Casualties of War,6.500000,1989,Drama:History:War
158015,The Purge,5.600000,2013,Horror:Science Fiction:Thriller
18937,Quest for Camelot,7.800000,1998,Animation:Drama:Fantasy:Romance:Family
12763,Take the Lead,7.100000,2006,Drama:Musical
16869,Inglourious Basterds,7.400000,2009,Action:Drama:Thriller:War
215,Saw II,6.100000,2005,Horror
56590,All Star Superman,7.200000,2011,Action:Adventure:Animation
175291,Cheap Thrills,6.300000,2013,Comedy:Thriller
23512,The Boys Are Back,6.700000,2009,Drama
44639,Inside Job,7.300000,2010,Documentary
39312,Restrepo,7.700000,2010,Documentary:War:Indie
179538,Witching & Bitching,5.400000,2013,Comedy:Horror
46705,Blue Valentine,6.600000,2010,Drama
15357,District 13: Ultimatum,6.400000,2009,Action:Crime:Science Fiction:Thriller
48395,Rare Exports: A Christmas Tale,6.500000,2010,Action:Fantasy:Science Fiction
154441,'Till Luck Do Us Part,6.600000,2012,Comedy
9522,Wedding Crashers,6.200000,2005,Comedy:Romance
17707,Brokedown Palace,6.100000,1999,Drama:Thriller
26123,American Pie Presents: The Book of Love,5.600000,2009,Comedy
9042,The Cave,5.900000,2005,Action:Adventure:Horror:Science Fiction:Thriller
9350,Cliffhanger,6.100000,1993,Action:Adventure:Thriller
25941,Harry Brown,6.900000,2009,Action:Crime:Drama:Thriller
12912,Chaos Theory,6.000000,2008,Comedy:Drama:Romance
601,E.T. the Extra-Terrestrial,6.700000,1982,Adventure:Fantasy:Science Fiction:Family
43959,Soul Surfer,6.800000,2011,Action:Drama:Sport
761,The Wing and the Thigh,7.300000,1976,Comedy
2135,The Time Machine,6.000000,2002,Action:Adventure:Science Fiction
12193,Four Christmases,5.500000,2008,Comedy:Drama:Romance
8010,Highlander II: The Quickening,5.300000,1991,Action:Fantasy:Science Fiction
10885,Shutter,6.700000,2008,Horror:Mystery:Thriller
763,Braindead,7.700000,1992,Comedy:Horror
504,Monster,6.900000,2003,Crime:Drama
84194,Excision,5.400000,2012,Horror
